Mon Mar  7 20:58:32 2022, 36, 26.8239, 0
Mon Mar  7 20:58:32 2022, 36, 26.8239, 0
Mon Mar  7 20:58:34 2022, 36, 26.8261, 25
Mon Mar  7 20:58:34 2022, 36, 26.8261, 25
Mon Mar  7 20:58:37 2022, 36, 26.8274, 25
Mon Mar  7 20:58:37 2022, 36, 26.8274, 25
Mon Mar  7 20:58:39 2022, 25.875, 26.8309, 25
Mon Mar  7 20:58:39 2022, 25.875, 26.8309, 25
